ENSG00000140470	54	6	12	19	98	35	48	34	154	27	50	24	37	19	26	8	80	30	42	16
ENSG00000148459	437	284	906	254	274	185	892	165	257	208	872	251	224	280	656	184	173	241	1116	228
ENSG00000124614	263	91	142	113	301	123	228	120	185	89	190	63	283	176	274	161	176	156	273	108
ENSG00000125844	8493	7140	17438	19841	5970	7858	8672	8026	7444	9386	7256	8572	13284	12633	13809	14075	5661	8708	7604	6449
ENSG00000166529	318	218	179	195	144	103	80	84	148	164	76	59	167	190	103	94	131	178	113	85
ENSG00000227502	20	18	55	142	1	12	7	12	0	6	20	38	1	5	28	30	2	7	14	19
ENSG00000183283	31037	13078	13638	15720	15233	11707	12143	9028	15898	12310	11433	7943	13874	11321	9261	7912	12255	15876	13097	7041
ENSG00000140992	3814	2577	1744	2489	2133	2390	1047	680	2581	2615	928	711	2665	2578	1460	1181	1590	2841	1587	741
ENSG00000186862	27	90	18	22	19	51	10	10	14	35	4	9	34	40	13	8	9	51	7	10
ENSG00000177606	9290	3511	6300	14470	2334	2511	10443	16542	3814	3851	4138	10969	4087	3694	8354	7169	2177	4015	8720	7589
ENSG00000269293	323	71	118	94	106	68	112	42	88	59	81	31	96	45	107	57	102	80	146	57
ENSG00000118454	1816	903	577	543	902	789	466	296	1066	909	404	232	1118	1176	624	487	773	1246	719	249
ENSG00000153015	1059	467	349	233	615	344	248	187	653	410	241	105	730	563	302	184	461	580	313	142
ENSG00000066084	4926	2805	6371	5950	3929	3267	5382	2413	4327	3027	5175	2378	3568	3114	4426	2069	2358	3373	3536	1792
ENSG00000189007	310	141	128	77	268	99	76	20	145	64	86	23	137	170	61	41	180	117	95	26
ENSG00000164715	498	1555	185	397	471	2954	295	447	431	3120	135	342	570	2030	455	582	304	2157	319	441
ENSG00000134686	11720	2909	3044	2759	6322	2585	1715	903	7993	2802	2065	824	9045	5381	3961	2024	5787	4233	3055	1060
ENSG00000196812	104	93	36	80	62	79	2	26	47	70	20	34	60	76	6	23	44	75	10	21
ENSG00000265190	66	11	45	23	215	124	403	268	25	20	38	27	424	217	745	343	68	53	171	79
ENSG00000205413	1028	3033	16001	21882	656	3438	4798	5657	852	1841	6048	3745	390	1951	6575	5181	940	2569	7037	4758
ENSG00000100612	5249	1420	1701	1458	1753	1548	1472	1306	1705	997	1103	571	2502	1553	1750	1139	1715	1904	1541	816
ENSG00000136238	24510	9845	14804	13728	13030	11480	11697	7352	13886	10373	11731	6578	13274	10736	12004	8627	10411	14565	15632	6773
ENSG00000260260	131	9	34	8	39	5	21	4	55	13	36	2	81	23	57	11	53	17	52	9
ENSG00000179409	1072	258	302	73	679	250	377	82	780	219	253	80	898	566	387	77	509	414	567	79
ENSG00000186010	1266	504	618	582	780	482	688	344	655	543	524	264	821	567	637	494	597	578	678	343
ENSG00000280473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118596	1581	238	1742	72	1247	255	408	138	846	142	251	51	1043	421	407	143	910	574	336	121
