# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-T" "6" "-p" "--donotsort" "-a" "consensus_peaks.mLb.clN.saf" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "AtanticSalmon_ATAC_MatureMale_Brain_R1.mLb.clN.bam" "AtanticSalmon_ATAC_ImmatureMale_Brain_R2.mLb.clN.bam" "AtanticSalmon_ATAC_ImmatureMale_Brain_R3.mLb.clN.bam" "AtanticSalmon_ATAC_MatureFemale_Brain_R1.mLb.clN.bam" "AtanticSalmon_ATAC_ImmatureFemale_Brain_R1.mLb.clN.bam" "AtanticSalmon_ATAC_MatureMale_Brain_R3.mLb.clN.bam" "AtanticSalmon_ATAC_MatureFemale_Brain_R3.mLb.clN.bam" "AtanticSalmon_ATAC_MatureFemale_Brain_R2.mLb.clN.bam" "AtanticSalmon_ATAC_ImmatureFemale_Brain_R3.mLb.clN.bam" "AtanticSalmon_ATAC_ImmatureFemale_Brain_R2.mLb.clN.bam" "AtanticSalmon_ATAC_ImmatureMale_Brain_R1.mLb.clN.bam" "AtanticSalmon_ATAC_MatureMale_Brain_R2.mLb.clN.bam" 
Geneid	Chr	Start	End	Strand	Length	AtanticSalmon_ATAC_MatureMale_Brain_R1.mLb.clN.bam	AtanticSalmon_ATAC_ImmatureMale_Brain_R2.mLb.clN.bam	AtanticSalmon_ATAC_ImmatureMale_Brain_R3.mLb.clN.bam	AtanticSalmon_ATAC_MatureFemale_Brain_R1.mLb.clN.bam	AtanticSalmon_ATAC_ImmatureFemale_Brain_R1.mLb.clN.bam	AtanticSalmon_ATAC_MatureMale_Brain_R3.mLb.clN.bam	AtanticSalmon_ATAC_MatureFemale_Brain_R3.mLb.clN.bam	AtanticSalmon_ATAC_MatureFemale_Brain_R2.mLb.clN.bam	AtanticSalmon_ATAC_ImmatureFemale_Brain_R3.mLb.clN.bam	AtanticSalmon_ATAC_ImmatureFemale_Brain_R2.mLb.clN.bam	AtanticSalmon_ATAC_ImmatureMale_Brain_R1.mLb.clN.bam	AtanticSalmon_ATAC_MatureMale_Brain_R2.mLb.clN.bam
